event-id,visible,timestamp,long,lat,argos:best-level,argos:calcul-freq,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,manually-marked-outlier,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individualID,study-name
9018020313,True,17:52.0,-121.491,34.18,-127.0,649826.87,58.0,34.18,27.496,0,-121.491,-89.435,5.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020314,True,19:58.0,-121.339,34.156,-125.0,649780.31,68.0,34.156,29.533,1,-121.339,-142.471,4.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020315,True,33:32.0,-121.32600000000001,34.147,-131.0,649788.81,66.0,34.147,39.999,1,-121.32600000000001,-91.677,5.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020316,True,58:48.0,-121.485,34.23,-126.0,649780.31,10.0,34.23,32.066,Z,-121.485,-129.491,5.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020317,True,03:42.0,-121.405,34.141999999999996,-136.0,649780.31,0.0,34.141999999999996,43.545,B,-121.405,-169.112,2.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020318,True,32:53.0,-121.564,34.709,-133.0,650002.68,0.0,34.709,23.371,A,-121.564,-67.312,3.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020319,True,06:52.0,-121.40100000000001,34.185,-134.0,649780.31,0.0,34.185,31.136,B,-121.40100000000001,-137.661,2.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020320,True,12:19.0,-121.43299999999999,34.102,-126.0,649780.31,0.0,34.102,42.375,B,-121.43299999999999,-80.163,2.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020321,True,33:08.0,-121.505,33.952,-130.0,649790.37,60.0,33.952,39.866,1,-121.505,-152.141,5.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020322,True,07:50.0,-121.62,33.921,-133.0,649780.31,10.0,33.921,24.987,Z,-121.62,-163.805,3.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020323,True,46:23.0,-121.57799999999999,33.934,-130.0,649790.0,50.0,33.934,27.381,1,-121.57799999999999,-153.78,5.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020324,True,05:50.0,-121.69,34.084,-130.0,649790.0,0.0,34.084,25.208000000000002,B,-121.69,-164.577,2.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020325,True,22:00.0,-121.76299999999999,34.003,-128.0,649825.37,0.0,34.003,29.857,A,-121.76299999999999,-142.33700000000002,3.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020326,True,34:25.0,-121.68700000000001,34.214,-133.0,649727.68,0.0,34.214,40.064,A,-121.68700000000001,-91.915,3.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020327,True,00:23.0,-121.809,34.094,-128.0,649825.37,0.0,34.094,32.272,B,-121.809,-130.84,2.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020328,True,38:22.0,-121.74,34.138000000000005,-130.0,649786.12,0.0,34.138000000000005,41.223,A,-121.74,-156.338,3.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
9018020329,True,38:27.0,-121.74700000000001,34.244,-131.0,649825.37,0.0,34.244,23.750999999999998,B,-121.74700000000001,-69.657,2.0,0.0,,argos-doppler-shift,Balaenoptera musculus,2005CA-ST15-01390,2005CA-Bmu-01390,Blue whales Eastern North Pacific 1993-2008 - Argos Data
