year,states,Lon,Lat
2028,Rondonia,-64.20981873,-9.797085911
2021,Para,-49.9769022,-3.225222468
2024,Para,-54.73993317,-4.173795922
2022,Amazonas,-63.77773037,-7.694757112
2021,Roraima,-61.55752754,2.48344057
2029,Acre,-67.49638432,-8.787341064
2027,Para,-50.75060749,-3.640800525
2021,Amazonas,-68.24690826,-8.350460903
2029,Para,-49.78738865,-3.404473452
2019,Mato Grosso,-58.31204716,-10.4553413
2025,Para,-56.13654068,-3.603877271
2029,Amazonas,-62.8573225,-5.737637227
2022,Para,-48.80532677,-2.757365251
2025,Maranhao,-46.3324329,-3.259099237
2023,Maranhao,-48.34315239,-2.422433632
2029,Mato Grosso,-54.16155544,-12.4311787
2019,Maranhao,-48.36427177,-2.553706026
2029,Para,-49.75907253,-3.428235394
2026,Amazonas,-66.94906998,-8.421588497
2023,Para,-54.38628937,-3.966403518
2025,Maranhao,-46.73647404,-4.18278628
2020,Roraima,-60.4002224,0.122724726
2026,Amazonas,-61.19802582,-5.446226443
2028,Rondonia,-62.67025578,-8.907699311
2022,Mato Grosso,-54.63603672,-11.27974815
2019,Para,-50.06494022,-3.244876634
2019,Para,-46.89603176,-2.898765638
2024,Para,-47.9412307,-1.537966287
2020,Para,-50.82223843,-6.149062063
2029,Para,-52.06354523,-2.028512136
2019,Mato Grosso,-50.4795858,-10.86422928
2029,Rondonia,-62.33942051,-9.615950076
2025,Acre,-72.70562447,-7.828997238
2021,Acre,-68.76166809,-9.144298005
2021,Para,-49.55040482,-2.357519799
2021,Mato Grosso,-50.0982048,-10.99043656
2027,Roraima,-61.49358295,2.588430724
2029,Mato Grosso,-54.00452831,-12.35486205
2019,Para,-49.71788082,-4.394032042
2023,Amazonas,-57.94604671,-3.015889968
2024,Para,-51.21376118,-3.140722345
2022,Para,-49.11827415,-1.609992504
2027,Para,-51.06060146,-3.132004385
2019,Maranhao,-44.62909233,-3.028675449
2022,Rondonia,-65.33203873,-10.17903337
2025,Para,-55.98651127,-2.746285212
2022,Para,-50.00435219,-3.942096367
2028,Amazonas,-68.04605698,-3.165859817
2021,Maranhao,-48.63052364,-2.516304956
2027,Rondonia,-64.40705711,-9.813430996
2022,Amazonas,-67.74914528,-1.09592
2022,Para,-51.94613571,-3.626866823
2028,Mato Grosso,-51.1583569,-12.32612356
2020,Maranhao,-46.83509163,-2.41657375
2026,Para,-52.65564167,-2.506810651
2029,Acre,-68.3305098,-8.932797043
2025,Maranhao,-46.33630905,-3.126497498
2024,Maranhao,-44.19067486,-3.050388193
2021,Rondonia,-62.09124939,-9.041317837
2022,Maranhao,-45.53210949,-4.614808688
2021,Rondonia,-62.66753216,-8.904377605
2026,Para,-52.29039188,-1.793017396
2019,Rondonia,-63.880438,-9.416568475
2023,Maranhao,-45.51304161,-5.155300435
2024,Para,-48.41645481,-2.742261708
2023,Para,-47.54883595,-3.713911989
2022,Rondonia,-60.58672447,-9.397941616
2029,Para,-49.80185043,-3.721760701
2019,Para,-49.87115013,-3.908978512
2019,Acre,-67.15150299,-9.672873058
2019,Mato Grosso,-54.57352802,-11.35507212
2027,Rondonia,-63.91494492,-10.42946124
2019,Rondonia,-62.96636814,-8.473751547
2024,Amapa,-51.9052634,1.07815027
2019,Maranhao,-44.66403828,-2.91464532
2026,Para,-47.39640396,-1.174257772
2025,Para,-53.93069077,-1.846067397
2022,Para,-52.872812,-2.970757791
2027,Para,-53.08448982,-5.348315164
2025,Rondonia,-65.2481015,-10.19991402
2028,Para,-50.4876704,-3.725693169
2028,Mato Grosso,-59.17495129,-12.42110285
2021,Para,-49.40713036,-3.138666758
2019,Maranhao,-44.36026909,-2.96947298
2027,Amazonas,-59.43656067,-3.279114023
2020,Para,-50.11277809,-3.573915218
2026,Acre,-68.80484978,-9.254960203
2019,Amazonas,-58.59302689,-3.00970886
2028,Acre,-72.74058022,-8.014210163
2021,Para,-49.12352448,-4.488454993
2023,Mato Grosso,-50.4638726,-11.59177933
2029,Amazonas,-60.73868412,-4.316081626
2029,Rondonia,-62.28216652,-10.00900605
2023,Para,-50.37604691,-6.139856981
2026,Acre,-72.62507271,-7.903780494
2022,Maranhao,-46.26070049,-3.898031875
2021,Para,-49.5580212,-2.404398937
2028,Mato Grosso,-53.45180378,-12.1091715
2021,Rondonia,-63.84609379,-10.01025504
2021,Para,-51.72286663,-3.026727196
2022,Rondonia,-62.58424042,-9.376749073
2026,Para,-54.39605122,-3.212028263
2026,Para,-51.20660046,-3.11142699
2027,Para,-50.46250069,-4.304665532
2022,Maranhao,-48.22613949,-2.431302575
2024,Rondonia,-63.91992401,-10.00743449
2023,Para,-50.45428993,-6.095976808
2021,Para,-56.01934723,-4.473488123
2019,Maranhao,-48.33875202,-2.577332357
2024,Para,-49.31818565,-4.290931889
2029,Acre,-67.48878304,-8.941391328
2026,Para,-54.33435387,-3.438353149
2028,Amazonas,-59.8993042,-4.858879755
2021,Mato Grosso,-59.38325886,-12.1579832
2029,Rondonia,-62.56377678,-9.780275618
2026,Para,-54.59446533,-3.698879979
2024,Para,-49.39510567,-4.516220911
2019,Para,-50.33951206,-5.249398804
2023,Para,-50.31328377,-2.626775874
2022,Para,-55.40737434,-4.252538091
2022,Para,-50.30106789,-4.485539579
2027,Para,-50.37902912,-4.619208767
2026,Para,-50.59030605,-5.243460844
2027,Para,-50.52920506,-4.60637522
2026,Para,-48.08941113,-2.945494684
2019,Acre,-71.35393677,-8.545554752
2019,Rondonia,-63.37835247,-10.5869843
2022,Rondonia,-63.85024506,-10.15189022
2022,Para,-48.01950375,-3.869054257
2024,Para,-51.19932529,-3.103472544
2029,Rondonia,-61.60415085,-8.071588117
2019,Roraima,-60.26006115,1.398039589
2021,Para,-54.54352081,-2.549350008
2022,Para,-49.66306538,-3.065113602
2027,Mato Grosso,-58.57843239,-12.36965633
2029,Mato Grosso,-60.40213497,-12.51652596
2022,Para,-49.48442726,-3.235890679
2021,Para,-49.38339462,-2.276575022
2023,Para,-48.48726936,-2.733612199
2026,Mato Grosso,-56.3506144,-11.41224017
2019,Para,-54.42566017,-2.921457833
2029,Mato Grosso,-50.21092682,-12.35999925
2021,Para,-47.96881905,-3.853958014
2029,Para,-54.47076885,-3.638883295
2026,Para,-54.10066147,-3.289544265
2022,Maranhao,-45.35781075,-4.778010041
2019,Amapa,-52.37365772,-0.773128134
2022,Maranhao,-45.97025986,-2.013484635
2020,Maranhao,-46.75884399,-4.044539139
2026,Mato Grosso,-50.55179359,-11.09606131
2024,Para,-48.05488384,-1.577935152
2027,Rondonia,-64.22249748,-10.21974314
2019,Para,-49.58540371,-3.127560456
2019,Rondonia,-63.59637905,-8.753696127
2027,Para,-51.28308144,-4.975311214
2026,Para,-48.17044041,-2.982481474
2027,Para,-55.24392208,-5.171202755
2026,Roraima,-60.40650291,0.083459615
2019,Para,-50.1867741,-5.405659108
2026,Para,-50.25772202,-3.436345934
2026,Para,-50.1752903,-3.576231715
2021,Para,-53.13775364,-5.685592098
2019,Acre,-67.03308105,-9.724584904
2028,Para,-56.19625851,-4.557462209
2025,Para,-56.19385292,-3.660394084
2019,Para,-50.49304691,-8.475595865
2028,Acre,-68.38321571,-8.740455115
2023,Amazonas,-66.82325455,-2.393744818
2019,Maranhao,-48.12075066,-2.564950171
2021,Acre,-72.48963554,-8.534070902
2026,Rondonia,-63.89123749,-9.881196315
2026,Roraima,-60.21538647,2.061195642
2023,Acre,-71.41771454,-8.517319617
2021,Maranhao,-48.37461205,-2.523807185
2026,Mato Grosso,-58.82355843,-11.5282803
2022,Maranhao,-44.30239933,-3.039285886
2022,Mato Grosso,-59.97856068,-11.5595245
2025,Mato Grosso,-54.82734489,-11.16448719
2021,Acre,-69.59481148,-8.680347992
2022,Para,-53.06550083,-5.061335003
2029,Acre,-68.36496025,-9.155786981
2019,Para,-50.6390823,-2.096390742
2021,Para,-50.17198406,-3.629107244
2020,Para,-53.77128777,-2.020636592
2020,Para,-48.78663219,-2.763610849
2021,Para,-50.45945866,-3.775057642
2021,Roraima,-60.60977478,1.988441408
2021,Mato Grosso,-51.63630222,-12.13236482
2025,Mato Grosso,-59.82157768,-11.68785146
2019,Para,-51.14853348,-5.607969484
2023,Maranhao,-48.50512783,-2.440407555
2026,Para,-51.15440372,-3.096078951
2019,Rondonia,-62.29373543,-7.783241532
2027,Maranhao,-44.37956112,-2.939215137
2025,Amapa,-51.45953178,2.866515326
2024,Rondonia,-63.84171009,-10.17172111
2021,Acre,-72.37888542,-8.029158382
2019,Rondonia,-63.47871624,-10.02445416
2021,Maranhao,-44.31790188,-3.048748591
2021,Para,-51.39229328,-3.886860312
2024,Amazonas,-66.71483501,-4.239970175
2020,Rondonia,-63.85706318,-9.924291897
2026,Mato Grosso,-59.76707607,-11.73105536
2025,Para,-50.45192814,-5.706649867
2021,Rondonia,-63.80294209,-10.12007124
2026,Mato Grosso,-57.53195431,-10.87548344
2026,Para,-49.77321712,-3.094532034
2027,Para,-50.37834526,-3.245769804
2019,Amazonas,-64.81625233,-8.410305979
2027,Mato Grosso,-59.45454281,-12.48495586
2025,Rondonia,-63.60982128,-9.640383034
2027,Para,-48.9885149,-4.410917161
2025,Rondonia,-63.59179657,-9.648784986
2026,Para,-54.30915039,-2.710296638
2023,Amazonas,-59.96173355,-4.43884304
2027,Para,-50.71064766,-5.254257317
2027,Acre,-69.27086235,-8.48207119
2027,Rondonia,-64.25115356,-10.41958793
2020,Para,-50.28885986,-2.94702901
2023,Para,-53.93240894,-2.914708543
2019,Mato Grosso,-58.47483707,-10.6025658
2025,Maranhao,-44.38779667,-3.177540536
2029,Mato Grosso,-59.68311172,-13.18049216
2026,Para,-51.19567333,-4.235440147
2023,Mato Grosso,-50.41487144,-11.65083242
2021,Amazonas,-60.90807255,-4.824367113
2024,Rondonia,-63.50242935,-9.734289651
2028,Para,-51.13314121,-2.888101351
2019,Para,-50.36064308,-8.401583729
2019,Amazonas,-59.78602081,-5.339189738
2019,Mato Grosso,-54.72884007,-10.57252095
2028,Para,-52.71335079,-1.554298516
2022,Rondonia,-65.27045219,-10.19812663
2025,Maranhao,-46.80815025,-2.731878771
2027,Para,-50.99140732,-3.028693229
2020,Para,-50.00260258,-2.863768592
2024,Para,-50.54188747,-5.801347457
2028,Para,-51.21716129,-3.198251011
2019,Mato Grosso,-55.96776672,-11.09216573
2027,Para,-53.36106823,-3.82343928
2019,Mato Grosso,-59.39381302,-10.27833908
2027,Roraima,-61.52198753,2.651533999
2019,Para,-49.91895878,-4.006724064
2027,Para,-50.76082527,-3.654543524
2027,Rondonia,-63.98842205,-10.19061261
2022,Para,-50.27061382,-4.623881409
2027,Roraima,-60.42902649,1.116548514
2024,Para,-52.9051186,-3.71860574
2025,Amazonas,-59.36894768,-4.037716542
2023,Roraima,-60.87461643,2.423209929
2019,Acre,-69.07407455,-9.264261582
2020,Para,-50.05320599,-3.615859337
2019,Amazonas,-64.09089073,-8.28392494
2026,Rondonia,-63.88675987,-9.881976168
2029,Rondonia,-62.28216652,-9.993434747
2021,Para,-50.04604202,-3.244430038
2028,Para,-53.73463188,-2.184911833
2019,Para,-49.16981117,-3.029362116
2024,Para,-50.05777531,-4.332620236
2019,Mato Grosso,-59.54705421,-11.2639473
2027,Para,-56.18324463,-4.592212903
2026,Rondonia,-60.4318874,-9.884538143
2021,Para,-50.05844704,-3.125165479
2021,Para,-49.98105404,-3.174017901
2021,Para,-48.2107795,-3.774816402
2027,Para,-49.32511509,-4.938359022
2025,Maranhao,-46.03105858,-1.979509097
2029,Rondonia,-60.74296505,-6.434793198
2024,Acre,-72.77678627,-7.945771399
2019,Para,-50.56621166,-5.100464818
2020,Para,-46.96278271,-2.761326132
2019,Para,-49.13718353,-4.995284624
2019,Rondonia,-63.49253883,-10.55895606
2028,Para,-53.99186047,-2.476678154
2021,Amazonas,-59.94707241,-5.023158263
2027,Para,-53.7346888,-2.326678343
2026,Amazonas,-61.21359463,-5.446226443
2023,Mato Grosso,-56.35402782,-11.30387124
2019,Acre,-68.89446815,-9.24977766
2028,Para,-51.12041405,-4.426598498
2026,Rondonia,-63.63257118,-9.935107777
2026,Para,-53.73343014,-2.179293377
2023,Mato Grosso,-57.93929283,-10.14463052
2022,Para,-56.65905384,-6.231646615
2019,Para,-49.27672413,-2.311554051
2028,Mato Grosso,-54.11426857,-12.47812628
2019,Para,-46.75329617,-2.820871773
2022,Acre,-67.05262634,-9.623371296
2022,Para,-49.84780369,-3.757133818
2028,Para,-51.77800751,-2.882240732
2023,Mato Grosso,-55.47912785,-11.28629703
2028,Rondonia,-64.20685829,-9.792060028
2026,Para,-50.65760017,-5.341515155
2020,Rondonia,-65.41474541,-10.08837663
2028,Para,-50.20057358,-4.534233449
2026,Roraima,-60.83077274,2.272737678
2028,Mato Grosso,-59.1951516,-12.39417933
2020,Acre,-66.88929054,-9.615515903
2027,Amazonas,-64.29311287,-7.224415004
2027,Amazonas,-60.03274998,-5.045331712
2026,Roraima,-60.20550087,1.32514493
2029,Mato Grosso,-56.52394051,-12.81576424
2026,Para,-49.97837917,-3.739437114
2029,Acre,-68.33068031,-9.40859978
2027,Rondonia,-63.80144947,-9.676833096
2026,Para,-48.16659729,-3.058305568
2027,Amazonas,-66.68534882,-6.967815779
2028,Para,-46.42256081,-2.218719722
2029,Amazonas,-61.70149887,-4.744581318
2027,Para,-50.40692192,-5.513430729
2021,Para,-51.46078144,-3.900475878
2019,Para,-55.35427238,-6.589030671
2024,Para,-49.58965355,-3.232931495
2029,Para,-49.63587189,-3.817742842
2026,Roraima,-60.21853737,1.241566978
2028,Para,-51.16568626,-2.899151371
2026,Acre,-68.79795654,-8.874570325
2023,Mato Grosso,-50.4014463,-11.60246585
2028,Amazonas,-68.04453186,-3.170037494
2028,Mato Grosso,-59.19254692,-12.43460707
2021,Para,-46.56115791,-1.966569827
2028,Para,-48.02365498,-1.674771187
2027,Para,-50.02380638,-4.927429018
2019,Maranhao,-48.50082294,-2.53188519
2022,Mato Grosso,-56.24877689,-11.31349079
2026,Para,-49.86113041,-3.186112433
2026,Para,-51.40634094,-3.144112117
2021,Para,-54.43407352,-2.607696609
2022,Amazonas,-69.22144669,-6.0692043
2026,Para,-54.14301712,-3.292062368
2021,Acre,-72.49195168,-8.686732993
2025,Rondonia,-62.30489082,-7.109710267
2026,Acre,-68.7976004,-9.148006697
2020,Mato Grosso,-56.09852684,-11.3319856
2029,Para,-49.78772835,-3.382058113
2027,Amazonas,-67.72032631,-8.162360471
2021,Para,-49.58330948,-2.41811658
2026,Para,-49.41590752,-4.514106907
2026,Para,-49.91493099,-3.979972013
2023,Para,-49.38511524,-2.563214759
2027,Rondonia,-64.87554771,-10.2581014
2027,Amazonas,-63.94904961,-5.49908066
2029,Rondonia,-62.33918232,-9.630342366
2027,Para,-47.78158997,-1.760610979
2028,Maranhao,-45.91506023,-1.897919253
2025,Para,-56.03730797,-2.57815119
2020,Para,-48.84357262,-2.703191705
2020,Rondonia,-63.85064163,-9.799661841
2027,Mato Grosso,-58.15958054,-12.07757627
2019,Amazonas,-59.84662682,-5.343246655
2022,Maranhao,-45.91865768,-1.966457832
2027,Para,-52.4713842,-3.100600032
2020,Para,-46.39015934,-2.311904987
2028,Mato Grosso,-56.31113319,-12.72065029
2023,Para,-51.17589676,-2.991366832
2022,Acre,-67.17492744,-9.625723248
2024,Mato Grosso,-56.80703194,-11.37706517
2029,Para,-49.79932446,-3.367178686
2023,Amazonas,-69.30330429,-3.843671955
2025,Para,-51.10422611,-2.80140069
2022,Mato Grosso,-59.97855019,-11.56779453
2025,Para,-48.07512695,-4.007912995
2023,Acre,-71.41521614,-8.3932266
2019,Maranhao,-47.02619328,-4.029308316
2024,Acre,-68.31937874,-8.975525313
2026,Para,-54.18984913,-3.274703271
2025,Roraima,-60.99139057,2.315849613
2026,Para,-51.54224968,-3.43218339
2019,Para,-51.31464649,-3.660729005
2026,Amazonas,-59.20525955,-3.834431628
2019,Acre,-72.70159531,-8.628417907
2024,Amazonas,-59.80402386,-3.002750773
2029,Para,-49.63985432,-3.695835227
2022,Maranhao,-44.86509327,-4.532575464
2028,Para,-52.35799999,-3.813938718
2029,Para,-49.7957568,-3.39630872
2019,Mato Grosso,-59.93927204,-10.88232235
2027,Para,-50.66532444,-5.584909434
2025,Amazonas,-66.90375889,-7.090576254
2025,Maranhao,-46.33959446,-3.192405418
2029,Maranhao,-46.90465248,-2.340271454
2020,Mato Grosso,-59.32750275,-12.4873244
2026,Para,-53.18703724,-4.861329982
2025,Mato Grosso,-56.67936192,-10.83305304
2022,Para,-46.88349976,-2.952418581
2022,Para,-51.07062057,-3.32816694
2020,Para,-46.4380875,-1.979404459
2025,Acre,-71.50770271,-8.549620757
2021,Maranhao,-48.90322559,-2.505277897
2028,Mato Grosso,-53.4296653,-12.19984563
2029,Acre,-66.89794987,-8.708350319
2022,Acre,-68.78326744,-9.421633959
2019,Mato Grosso,-59.9487072,-10.75972887
2028,Para,-48.06578999,-1.670272579
2021,Maranhao,-48.37650433,-2.503083838
2026,Roraima,-60.18976231,2.062730709
2026,Amazonas,-65.36824333,-6.227790296
2022,Para,-51.48607159,-3.658103009
2027,Mato Grosso,-60.0610358,-12.63402419
2028,Para,-50.20732506,-4.681609664
2023,Para,-56.15455006,-4.154830589
2025,Para,-46.55078701,-2.715769572
2019,Para,-52.87785984,-3.669037199
2028,Rondonia,-62.70062706,-8.890272034
2027,Acre,-71.22102356,-8.624832654
2022,Mato Grosso,-58.01997738,-9.895235901
2021,Maranhao,-44.65388218,-2.995139477
2021,Para,-46.53090237,-2.930152714
2019,Para,-49.92514008,-5.406507535
2029,Para,-49.6829623,-4.459384226
2029,Rondonia,-61.64043404,-6.880912746
2026,Para,-49.88330887,-3.693164175
2021,Para,-51.73711895,-6.131102703
2028,Para,-51.12547478,-3.333055968
2020,Amazonas,-69.36558289,-2.518452762
2022,Para,-50.3031068,-5.653878781
2026,Para,-53.826115,-2.183860784
2023,Para,-54.29925442,-2.831158583
2021,Para,-52.70377514,-3.595640366
2026,Para,-53.7681258,-2.199561777
2020,Mato Grosso,-59.33113266,-12.46063928
2026,Para,-50.02090862,-3.551528124
2029,Rondonia,-62.33741409,-9.984646788
2024,Para,-52.78877697,-3.829852082
2026,Amazonas,-61.04276443,-5.505823855
2029,Mato Grosso,-58.29689388,-12.47270982
2029,Acre,-67.49638432,-8.759428318
2027,Para,-51.3098637,-4.962055196
2027,Mato Grosso,-53.4266468,-12.51181336
2029,Para,-49.89281429,-3.409518364
2026,Amazonas,-57.08682278,-2.684160218
2022,Roraima,-61.57147324,2.529810688
2022,Acre,-68.7755265,-9.219761763
2028,Roraima,-60.8385384,2.599694915
2026,Para,-51.34840912,-2.941801457
2029,Acre,-68.39023758,-8.107936378
2020,Para,-46.3775581,-2.055939303
2020,Para,-50.00661278,-2.844826083
2026,Para,-54.39061661,-3.439794629
2019,Para,-50.43860664,-6.567473493
2020,Para,-46.85584507,-2.653505845
2027,Rondonia,-64.19270836,-10.1460834
2022,Roraima,-60.31003582,0.44957804
2027,Para,-50.41718491,-4.93460135
2022,Mato Grosso,-50.22751373,-10.68783626
2027,Para,-50.40054203,-2.752230138
2020,Para,-50.11711628,-3.512949203
2023,Para,-55.35387161,-4.23457109
2022,Para,-50.89666847,-3.239745543
2024,Para,-55.10310478,-4.496699815
2025,Acre,-69.09221725,-9.165005656
2021,Amazonas,-68.14124977,-8.484267496
2027,Acre,-67.9855954,-9.53342597
2026,Acre,-68.28619644,-9.288632478
2022,Rondonia,-62.85116886,-8.217668552
2022,Para,-51.68363205,-2.960140429
2021,Acre,-72.47401154,-7.921924253
2019,Para,-50.29401817,-8.408060188
2019,Maranhao,-48.12075066,-2.534023364
2025,Amazonas,-64.94670601,-3.083197919
2029,Mato Grosso,-59.69015564,-12.63787119
2023,Amazonas,-67.1677597,-0.568412738
2020,Para,-50.61960812,-4.988011804
2029,Acre,-69.7270615,-8.442030526
2022,Para,-55.39669506,-3.657759551
2021,Para,-48.03527969,-3.718726989
2029,Para,-54.48247097,-3.621426815
2026,Rondonia,-63.99460178,-10.23499189
2021,Rondonia,-64.89885597,-10.16769388
2028,Amazonas,-65.04923584,-3.690170383
2022,Rondonia,-62.34252693,-9.320834075
2026,Maranhao,-45.88312332,-1.815419576
2023,Mato Grosso,-50.32431652,-11.53161788
2024,Maranhao,-46.20839527,-3.136703444
2025,Para,-56.22094097,-4.761215649
2026,Para,-54.39905987,-2.80031611
2019,Maranhao,-46.70207134,-4.076350746
2020,Para,-49.05308498,-4.187522901
2027,Para,-56.29937592,-1.958399796
2021,Amazonas,-69.36791397,-7.481531164
2027,Rondonia,-64.83418812,-10.23434984
2019,Amapa,-51.56862926,0.813579191
2024,Rondonia,-63.87113823,-10.12902993
2026,Para,-51.40677677,-3.004063836
2028,Amazonas,-61.11329418,-4.203729432
2021,Para,-52.50242619,-2.971237855
2022,Rondonia,-63.9033482,-10.18155155
2020,Para,-50.08205894,-3.779781905
2019,Maranhao,-45.50155487,-5.273833311
2026,Amazonas,-60.95543926,-3.240226835
2029,Para,-55.89389557,-2.40645272
2024,Para,-50.0458284,-3.209537457
2029,Amapa,-51.36233902,2.601619679
2020,Roraima,-60.59156452,1.286895713
2024,Mato Grosso,-56.85479332,-11.20549025
2023,Acre,-68.60708305,-8.902410949
2019,Rondonia,-65.11733719,-9.994777317
2027,Rondonia,-62.29184647,-8.937542654
2027,Amazonas,-66.35135033,-2.04781746
2023,Acre,-71.37010849,-8.369583969
2024,Para,-54.40878288,-3.982875873
2023,Para,-50.32333412,-4.55113224
2021,Amazonas,-68.26970779,-8.446197738
2020,Para,-51.02834759,-3.218223932
2019,Para,-50.05039051,-4.220510032
2029,Mato Grosso,-59.95258778,-12.32043286
2029,Rondonia,-62.24625648,-8.405081152
2020,Para,-51.03483974,-3.214140875
2028,Para,-47.90758858,-1.665556837
2026,Para,-54.38619392,-3.245419667
2027,Maranhao,-46.60726425,-4.158476019
2022,Para,-50.32057926,-4.493378654
2025,Para,-56.12413445,-3.583924905
2020,Maranhao,-44.7289188,-3.021484458
2021,Mato Grosso,-56.84008366,-11.73337003
2021,Maranhao,-44.62722179,-3.163555266
2020,Amazonas,-59.33620277,-2.625449276
2021,Para,-51.34663273,-3.911848643
2026,Maranhao,-45.89931313,-1.895765182
2027,Para,-47.39977013,-1.130017014
2026,Para,-51.28551277,-3.109197321
2026,Para,-46.85538692,-2.821917257
2027,Para,-51.27231869,-3.097079726
2019,Acre,-69.07474663,-9.255327713
2025,Para,-55.26837761,-5.923249507
2027,Mato Grosso,-58.7203017,-12.53890106
2026,Maranhao,-44.64597923,-3.021020806
2020,Para,-52.24084499,-1.950140516
2028,Acre,-68.38090164,-9.057662066
2024,Para,-55.86745487,-2.451865641
2021,Para,-49.41049015,-3.091881816
2026,Para,-48.75052078,-3.812086603
2026,Mato Grosso,-50.56801086,-11.09633421
2019,Para,-56.26041031,-4.776985128
2029,Acre,-68.43393131,-9.270926859
2019,Maranhao,-45.48584564,-3.997211119
2027,Rondonia,-64.23693146,-10.42323143
2027,Rondonia,-63.89902668,-10.15444586
2020,Para,-48.03374577,-1.643097392
2023,Para,-50.20151077,-4.579244528
2021,Para,-55.62808846,-2.195523023
2021,Mato Grosso,-57.99484844,-10.80993099
2029,Para,-52.69716709,-1.98336962
2019,Mato Grosso,-54.72071541,-10.66798429
2020,Tocantins,-47.31121037,-10.97028569
2019,Rondonia,-65.14484818,-9.991444159
2027,Para,-50.38785831,-2.602983063
2024,Para,-52.7329174,-2.783392104
2026,Mato Grosso,-59.69858177,-10.61336313
2021,Acre,-72.47277321,-8.72656148
2025,Roraima,-60.05995667,1.367558784
2028,Para,-57.84501431,-4.384300882
2023,Amazonas,-58.99820862,-3.724908655
2027,Para,-50.34393646,-3.204929252
2023,Para,-54.2767345,-2.648662686
2021,Para,-52.59008011,-3.764380021
2029,Amazonas,-66.44660835,-2.136607802
2021,Mato Grosso,-56.19567078,-11.79716652
2025,Para,-51.14511417,-4.938300434
2023,Maranhao,-46.64616482,-4.001127634
2026,Amazonas,-60.90681026,-3.292103853
2024,Rondonia,-65.31169601,-10.26355739
2020,Amazonas,-61.2315836,-2.661242255
2026,Mato Grosso,-56.36400036,-11.48204143
2028,Para,-52.65366261,-3.14302067
2025,Para,-50.20621082,-4.738782678
2022,Mato Grosso,-49.27235298,-11.74982512
2023,Para,-56.08014374,-4.157706611
2022,Maranhao,-46.35876423,-2.809860418
2024,Rondonia,-60.68108845,-8.811680239
2028,Para,-54.09866329,-3.861183656
2023,Amazonas,-61.29832447,-3.120644673
2027,Para,-56.98582245,-2.972206606
2028,Mato Grosso,-50.40189079,-12.50942487
2022,Maranhao,-46.34537868,-3.245437485
2019,Para,-50.61871624,-4.986815235
2026,Para,-49.97567829,-2.690538843
2029,Para,-49.66279972,-4.325873777
2028,Acre,-72.71005547,-7.673605443
2027,Para,-51.80490116,-2.642194002
2023,Mato Grosso,-59.89132084,-11.35544548
2024,Acre,-68.46432495,-9.054173301
2027,Mato Grosso,-55.1134277,-12.24943316
2028,Mato Grosso,-59.91645935,-12.1994489
2025,Para,-50.08041862,-3.546279634
2020,Para,-51.0020245,-3.312922916
2026,Rondonia,-63.8943615,-10.3083847
2020,Roraima,-60.47945957,1.78742861
2026,Para,-52.47744961,-1.686227068
2019,Para,-50.3029715,-8.417816133
2028,Para,-54.40460049,-2.904635072
2029,Para,-49.76417389,-3.408139888
2020,Maranhao,-45.40203846,-3.210456033
2023,Maranhao,-48.42443863,-2.440407555
2027,Para,-55.66728531,-1.822287751
2026,Roraima,-60.38643269,0.503582144
2022,Maranhao,-46.18042618,-3.132286054
2025,Para,-51.05613907,-2.876648077
2029,Para,-54.12895992,-1.53379832
2026,Para,-47.86456615,-1.572584011
2019,Para,-50.35438225,-8.401583729
2024,Maranhao,-46.47621635,-3.467997577
2028,Acre,-68.37482018,-8.742613619
2024,Amazonas,-63.77854038,-5.694093648
2028,Para,-50.41207069,-3.69476438
2026,Para,-50.04241859,-3.20264061
2020,Para,-55.30567047,-3.937355384
2019,Roraima,-61.00100735,1.886199673
2027,Acre,-67.97598244,-9.364801822
2028,Para,-51.20194099,-3.24863162
2021,Para,-47.97959614,-3.815937515
2026,Amazonas,-60.30793098,-3.344760922
2025,Tocantins,-47.28151787,-10.91057156
2026,Para,-53.86469685,-1.774306835
2029,Acre,-69.73300533,-8.074814271
2029,Para,-51.21720795,-2.788295861
2029,Amazonas,-60.52658325,-4.909343581
2021,Para,-49.8136668,-5.358009877
2025,Para,-53.93717121,-1.947675737
2029,Mato Grosso,-56.51410767,-12.65991417
2027,Maranhao,-46.95931065,-4.060172874
2024,Mato Grosso,-59.83039032,-12.32484232
2028,Para,-52.11772156,-3.819866055
2027,Rondonia,-62.28775696,-8.79491607
2026,Para,-51.17649666,-3.829319512
2021,Para,-51.46962894,-3.65445629
2019,Mato Grosso,-58.52832413,-10.89809863
2029,Rondonia,-60.53304184,-6.495970168
2021,Para,-49.13809128,-4.137328042
2027,Tocantins,-47.35166698,-13.22825191
2020,Acre,-70.87772514,-8.741899161
2021,Tocantins,-49.12428764,-12.21301826
2019,Mato Grosso,-50.50813709,-11.72652292
2028,Rondonia,-62.66262142,-8.644359791
2029,Para,-49.66264538,-4.278833606
2019,Para,-50.23360741,-5.251929097
2019,Para,-50.3530603,-5.267700558
2019,Para,-49.26788673,-2.300935548
2022,Mato Grosso,-50.44948479,-11.69707492
2021,Para,-54.13283134,-1.966995627
2028,Rondonia,-63.9911414,-9.91208943
2028,Para,-54.25644581,-2.911684856
2019,Amapa,-51.80609478,-0.296083345
2019,Amazonas,-69.42412216,-3.315359862
2029,Rondonia,-62.04007172,-9.62937851
2028,Para,-56.20102928,-4.469142498
