year,states,Lon,Lat
2026,Para,-55.95133728,-2.31931741
2024,Acre,-67.13402191,-9.561867245
2020,Mato Grosso,-50.72204926,-11.67148862
2028,Para,-50.22848141,-4.727371423
2029,Maranhao,-46.60563446,-2.012755653
2026,Para,-51.35945026,-2.929372647
2026,Para,-50.09164089,-3.866306585
2028,Acre,-68.37732536,-8.728462995
2029,Amazonas,-68.28650978,-6.152630517
2029,Para,-55.84669537,-4.141432992
2024,Para,-55.24494373,-4.428064029
2025,Para,-50.15181038,-4.638638494
2026,Para,-54.15874603,-3.28049279
2019,Para,-53.05715042,-5.963470773
2029,Amazonas,-66.61634773,-2.478038586
2022,Para,-51.60742695,-3.064245067
2028,Para,-46.68218994,-2.12456498
2024,Mato Grosso,-58.44587368,-11.07744073
2029,Rondonia,-62.5534687,-9.782964035
2026,Para,-51.43954269,-3.313091714
2027,Rondonia,-65.11602203,-10.05184326
2020,Para,-49.85510471,-3.571956916
2022,Maranhao,-45.5006765,-2.950474074
2023,Acre,-71.43432114,-8.396581931
2025,Para,-53.42579258,-1.665419558
2022,Rondonia,-63.64270802,-9.728275237
2023,Mato Grosso,-56.62923065,-11.27306507
2025,Amazonas,-60.90020592,-3.237243878
2020,Para,-55.84663692,-3.141013898
2029,Acre,-69.72897243,-8.135636839
2022,Mato Grosso,-61.43344963,-11.39475312
2021,Para,-55.53473854,-7.347593491
2023,Amazonas,-67.89947166,-4.290511162
2029,Para,-54.57659214,-3.238898234
2026,Para,-49.86361835,-3.671215206
2027,Para,-51.22251713,-3.930285389
2022,Para,-52.89728825,-5.111220779
2027,Mato Grosso,-58.11956333,-12.0248571
2025,Para,-46.66368313,-2.943979421
2026,Mato Grosso,-54.6049268,-11.25015659
2026,Para,-55.905452,-2.458343964
2020,Para,-46.39398643,-2.292535002
2023,Acre,-68.6143589,-8.951109494
2025,Amazonas,-67.87502151,-2.835605142
2027,Acre,-68.81333805,-7.748300379
2022,Maranhao,-46.32257786,-2.964542686
2026,Mato Grosso,-58.29419483,-10.63994308
2020,Roraima,-61.45427765,2.688364438
2029,Rondonia,-60.76441578,-6.619729598
2026,Rondonia,-63.53425949,-10.69951657
2026,Para,-51.91948685,-3.808407866
2026,Rondonia,-64.80059574,-10.11200234
2022,Para,-55.38020107,-3.65015548
2021,Para,-49.4278965,-2.405781089
2023,Para,-54.15441738,-1.190824528
2024,Rondonia,-62.59264412,-9.168146191
2026,Para,-51.43200523,-3.297708271
2021,Para,-50.03441189,-3.299888701
2026,Mato Grosso,-57.53294437,-10.93430864
2029,Acre,-70.63049122,-7.96276594
2019,Mato Grosso,-49.17549122,-11.29450175
2025,Acre,-69.59968826,-8.841611402
2022,Para,-49.37357006,-4.393576854
2022,Rondonia,-62.89714676,-9.553244349
2027,Para,-46.82744385,-2.873818613
2019,Para,-48.18787807,-4.654452972
2019,Roraima,-60.23088673,1.725686688
2023,Para,-50.05987671,-3.227843456
2019,Amazonas,-59.02854694,-3.468553727
2024,Maranhao,-45.59028389,-4.071707664
2027,Para,-51.05718456,-3.07095966
2027,Amazonas,-59.58186855,-3.592829381
2022,Mato Grosso,-59.16841286,-11.61170081
2027,Para,-50.74203392,-3.659489775
2023,Amazonas,-70.10418198,-4.847456273
2019,Rondonia,-60.54394928,-5.634172097
2025,Amazonas,-65.14725113,-3.154946268
2023,Para,-46.87787422,-3.103491368
2021,Para,-49.44471558,-3.190681471
2029,Tocantins,-47.38901726,-12.66929467
2021,Amazonas,-58.0688953,-3.407440946
2022,Para,-51.69351528,-3.042251761
2026,Para,-50.16401546,-2.999329421
2029,Para,-49.6588802,-4.296515301
2027,Mato Grosso,-59.4735276,-13.39348545
2020,Maranhao,-46.39064445,-3.820429254
2020,Amapa,-51.57204201,0.446916931
2019,Amazonas,-69.41244926,-3.162115219
2021,Rondonia,-64.7981852,-10.13444715
2019,Para,-56.13201523,-4.002982054
2027,Para,-50.99272495,-3.187696238
2019,Maranhao,-46.73203144,-4.52618233
2027,Mato Grosso,-59.11454041,-11.81634375
2019,Maranhao,-44.19974197,-3.019417517
2019,Para,-50.74572353,-4.994382059
2027,Para,-50.01066509,-3.27054482
2029,Mato Grosso,-59.97641575,-12.42524831
2020,Para,-46.62137142,-1.995228417
2026,Para,-47.76809681,-3.749864068
2027,Para,-51.09291,-3.094850047
2022,Para,-49.65405785,-3.114538679
2026,Para,-51.29167088,-3.013772593
2022,Roraima,-62.98622131,3.233237028
2025,Para,-51.12846508,-3.972672362
2023,Para,-54.32448338,-2.825015314
2028,Para,-50.18489124,-4.666751025
2022,Para,-50.39943756,-5.66720209
2027,Para,-55.15369835,-5.178379376
2021,Para,-53.03065182,-5.770777824
2019,Para,-50.47726406,-8.403753238
2019,Para,-50.43833687,-6.561159649
2026,Mato Grosso,-50.58145279,-12.84190423
2027,Rondonia,-64.25663345,-10.4347436
2027,Para,-56.72256104,-3.957852621
2023,Para,-50.32743828,-4.689436059
2021,Rondonia,-64.86293915,-10.17823008
2020,Maranhao,-48.09906097,-2.432970396
2027,Rondonia,-62.47368198,-9.063693001
2020,Para,-46.3963134,-1.997269983
2025,Amapa,-51.54840336,0.891817066
2022,Para,-57.78010826,-5.301493902
2029,Para,-52.43202503,-1.879357287
2021,Rondonia,-64.73316887,-10.19727452
2021,Para,-49.48792595,-3.192451727
2027,Para,-50.68681454,-5.617661767
2028,Rondonia,-62.43910759,-8.801806331
2019,Para,-50.47004078,-8.475595865
2023,Maranhao,-44.35109013,-3.005950985
2024,Para,-50.03942509,-3.333099574
2020,Rondonia,-62.53470013,-8.038779809
2029,Rondonia,-61.60929287,-8.047248974
2019,Maranhao,-45.50733688,-5.176167178
2025,Para,-49.98368073,-3.403267554
2027,Para,-50.72381451,-5.809788613
2020,Amazonas,-57.21633804,-2.732014589
2023,Maranhao,-44.70798843,-3.268377155
2026,Para,-50.29936653,-3.900101845
2026,Rondonia,-60.51091492,-8.516270953
2020,Mato Grosso,-54.48787384,-11.80664163
2024,Para,-52.73173294,-2.981816355
2029,Mato Grosso,-60.39709473,-13.13133986
2019,Mato Grosso,-59.54830738,-11.21625143
2026,Para,-51.4692952,-3.098049977
2023,Para,-49.37352631,-4.960289327
2028,Rondonia,-60.69765759,-8.923151802
2020,Para,-50.98761311,-3.224635694
2026,Para,-51.36306648,-3.818506633
2021,Para,-47.89198761,-3.811652695
2028,Para,-51.07287216,-3.428971221
2020,Para,-55.39874252,-5.521229639
2028,Para,-53.05658604,-3.100438826
2026,Para,-50.00875122,-3.550137511
2022,Roraima,-60.31694633,1.687850903
2027,Mato Grosso,-58.29958881,-11.94304006
2025,Tocantins,-49.15543488,-11.17856822
2020,Maranhao,-45.27297115,-4.401892587
2023,Maranhao,-46.50688816,-3.975882128
2019,Para,-55.79260571,-2.674178529
2026,Mato Grosso,-56.42236782,-11.18680914
2027,Para,-50.44662186,-4.812813404
2019,Amazonas,-60.95921005,-3.35817458
2021,Para,-49.48221996,-3.101816599
2028,Mato Grosso,-50.39920067,-12.50942487
2023,Acre,-68.59717262,-9.216146511
2027,Tocantins,-49.38585636,-12.82084956
2028,Maranhao,-45.77167297,-1.858896818
2023,Amazonas,-60.56093227,-5.14736305
2027,Mato Grosso,-58.16009712,-12.11374385
2021,Para,-49.97445103,-3.249952118
2026,Para,-55.93044846,-2.326292672
2019,Mato Grosso,-58.47895035,-10.88341976
2022,Mato Grosso,-54.72711166,-11.32393591
2027,Para,-50.36198833,-2.971884616
2019,Para,-51.33052799,-5.565646954
2026,Para,-47.27455757,-1.268357279
2029,Roraima,-60.86936684,1.407463038
2022,Amazonas,-70.11592789,-7.084169366
2021,Para,-56.07978619,-4.437182047
2019,Para,-51.33186035,-5.568944287
2028,Maranhao,-48.60304482,-2.584626045
2029,Rondonia,-61.60941196,-8.020530148
2021,Rondonia,-63.86500912,-9.99352234
2028,Rondonia,-63.68679058,-9.375230088
2022,Para,-56.31465954,-5.201878283
2027,Para,-50.45969296,-3.040597038
2019,Rondonia,-62.29373543,-6.746271694
2025,Acre,-71.47459503,-8.524065742
2025,Para,-54.50135643,-2.97652196
2023,Para,-56.0404781,-3.657246411
2027,Amazonas,-60.9852776,-2.44554701
2019,Para,-52.94707977,-5.966629593
2025,Amazonas,-65.07044586,-3.128033743
2026,Mato Grosso,-56.37252628,-11.47742157
2026,Para,-54.00780479,-3.207425742
2028,Maranhao,-46.06499226,-1.593945524
2024,Mato Grosso,-53.66798096,-11.51262066
2029,Amazonas,-60.44307205,-4.809731548
2020,Amazonas,-59.77776009,-2.906226523
2022,Para,-47.98762142,-3.917781311
2025,Acre,-69.11955254,-9.263090842
2019,Maranhao,-48.12220749,-2.534023364
2027,Maranhao,-44.36506805,-2.866149372
2023,Para,-55.4432634,-4.242733388
2019,Para,-55.27650848,-6.568304043
2026,Para,-51.33156742,-3.209987421
2019,Para,-50.2922134,-8.397750249
2027,Para,-50.51382492,-4.417703981
2020,Para,-48.95857403,-4.312451118
2029,Para,-51.07246483,-2.282723645
2027,Rondonia,-62.53499996,-9.106651022
2020,Para,-50.72524612,-6.269159202
2020,Para,-50.60522652,-4.752379415
2025,Amazonas,-59.80870316,-3.602641907
2022,Para,-51.09422333,-3.298229187
2023,Para,-47.77586693,-1.703103214
2021,Para,-51.36440701,-3.790220377
2027,Para,-50.25064281,-3.099755035
2023,Amazonas,-60.81788513,-3.728340838
2025,Para,-51.12930817,-3.172978867
2029,Amazonas,-59.94674774,-2.80714924
2026,Maranhao,-45.9417268,-1.841304822
2029,Amapa,-52.1255505,-0.846997581
2029,Para,-49.86545235,-3.715773933
2029,Para,-54.70588894,-3.248987159
2024,Para,-55.3684399,-4.096679282
2027,Rondonia,-63.56836006,-10.85273979
2019,Para,-49.91348133,-4.547264085
2022,Para,-54.34934425,-1.588368518
2027,Mato Grosso,-60.05879917,-12.64657661
2028,Para,-51.27392174,-2.940087132
2019,Mato Grosso,-51.69742611,-10.90526065
2023,Amazonas,-59.84474876,-3.115689526
2028,Roraima,-59.98923325,0.261791294
2028,Amazonas,-68.0341246,-3.171824713
2022,Para,-46.56207855,-2.855626956
2019,Maranhao,-44.62909233,-2.966970561
2020,Rondonia,-63.81153332,-9.925850592
2025,Maranhao,-46.92569393,-2.633940177
2019,Para,-49.26678314,-2.301421266
2027,Acre,-67.95352066,-9.3552354
2019,Rondonia,-65.07078491,-10.51079291
2025,Para,-55.92924908,-3.636008102
2026,Rondonia,-64.01367477,-10.32726023
2024,Para,-49.95872757,-3.246299854
2028,Para,-50.99087666,-2.980807118
2026,Rondonia,-64.0226228,-10.27253441
2019,Maranhao,-44.62909233,-2.995327671
2019,Mato Grosso,-54.71225681,-10.66798429
2026,Para,-54.32353325,-3.223627574
2021,Acre,-67.5428698,-9.611625732
2021,Acre,-69.27937271,-8.63415935
2024,Maranhao,-44.69503761,-3.44127243
2027,Maranhao,-45.53176643,-2.536896304
2025,Roraima,-60.85009438,1.983769409
2029,Rondonia,-62.34118073,-9.635478674
2023,Maranhao,-45.56723293,-4.449213516
2025,Para,-56.20418072,-3.620758975
2029,Rondonia,-62.2805788,-9.947427572
2022,Maranhao,-45.40918278,-4.683672472
2022,Maranhao,-48.30949631,-2.420088605
2027,Para,-50.34074341,-4.949118147
2026,Rondonia,-63.61889618,-9.967732832
2026,Para,-47.99751816,-3.792418621
2026,Para,-51.30209148,-3.307541163
2019,Maranhao,-45.49885258,-3.196391549
2028,Amazonas,-68.06484924,-3.084224909
2021,Roraima,-61.71185085,3.263875036
2026,Para,-51.14328556,-3.179753511
2020,Para,-50.72589218,-6.080695402
2025,Rondonia,-63.59783291,-9.644325786
2022,Amazonas,-57.10579609,-2.951717923
2019,Rondonia,-65.13039169,-10.52616841
2026,Para,-51.33504704,-3.044134381
2020,Para,-51.25207764,-3.473944682
2028,Para,-50.23670383,-4.743525524
2029,Mato Grosso,-56.54985653,-12.69157696
2021,Acre,-68.96713905,-9.220177898
2027,Para,-46.55011215,-3.838077681
2023,Maranhao,-47.01412331,-4.075041271
2027,Para,-56.27255108,-3.084038675
2026,Acre,-68.79584389,-9.103948293
2029,Rondonia,-61.63405449,-6.64924627
2019,Para,-46.79267891,-2.79829154
2027,Para,-53.8007008,-1.988499559
2022,Para,-49.98235432,-3.75076638
2029,Mato Grosso,-56.5900808,-12.81273346
2020,Para,-50.56796959,-4.817501253
2029,Para,-54.08186771,-1.225476816
2019,Amazonas,-64.46755081,-8.496466077
2019,Para,-51.18960869,-5.557689795
2024,Roraima,-60.8750444,2.416611264
2022,Para,-50.45944019,-4.578480451
2019,Roraima,-60.98385525,2.923807325
2026,Para,-49.91469482,-3.104576919
2024,Rondonia,-65.00409531,-10.18402336
2022,Para,-55.73935841,-4.245760951
2021,Para,-51.78327568,-5.893079045
2026,Mato Grosso,-59.32159817,-12.50294758
2026,Para,-55.42927635,-6.16425561
2021,Mato Grosso,-59.23680756,-12.16377032
2022,Rondonia,-65.31243439,-10.17713186
2026,Para,-51.04327679,-2.953649287
2027,Para,-52.98036404,-3.084089048
2020,Mato Grosso,-57.99463642,-11.49383878
2019,Para,-48.3792485,-4.766940392
2024,Para,-56.12669563,-4.86378695
2021,Para,-55.682421,-2.242855643
2022,Maranhao,-48.49213367,-2.424571199
2020,Maranhao,-46.35424255,-3.007915919
2028,Para,-50.39075535,-3.811339471
2022,Acre,-72.6852581,-8.184430685
2019,Amazonas,-59.3016346,-3.755587492
2026,Para,-49.9369099,-3.472502431
2028,Mato Grosso,-59.18516956,-12.43794705
2029,Rondonia,-62.25306244,-9.637335065
2020,Para,-50.09905231,-3.562120967
2023,Rondonia,-63.07318439,-10.46078834
2020,Maranhao,-48.0946191,-2.441897856
2024,Para,-48.05842403,-3.985107194
2026,Para,-50.66097027,-5.14492588
2029,Rondonia,-62.60862442,-9.765762428
2025,Amazonas,-59.08293293,-4.566942482
2019,Para,-50.83197041,-2.029390925
2019,Para,-50.33941605,-8.395097075
2029,Para,-51.23715977,-2.794240314
2020,Rondonia,-60.406315,-8.872209051
2027,Rondonia,-64.00804226,-10.18662805
2024,Para,-50.38280514,-4.365722371
2025,Para,-52.88689877,-3.979823167
2023,Para,-48.10782539,-3.992661755
2029,Rondonia,-61.68915459,-6.497906399
2023,Para,-51.26277863,-3.029115193
2020,Para,-52.48681194,-2.989440702
2027,Roraima,-60.46230629,1.133464908
2028,Mato Grosso,-51.33554066,-12.3450999
2022,Para,-49.95371841,-3.733516424
2028,Para,-50.21694248,-4.709443324
2026,Roraima,-60.81453976,2.057469159
2028,Acre,-71.09142601,-8.195239531
2019,Mato Grosso,-54.73750019,-10.52707548
2021,Para,-57.1736636,-3.092948782
2021,Rondonia,-63.84241787,-10.1085299
2020,Para,-51.09270718,-3.211327496
2020,Acre,-69.78785988,-9.591267407
2020,Para,-51.12024155,-3.951908214
2026,Para,-49.71763664,-3.514178001
2025,Para,-48.16987698,-4.426491985
2025,Acre,-69.61945602,-8.839044663
2026,Roraima,-60.40893818,0.083459615
2020,Maranhao,-46.36075069,-3.407472012
2026,Mato Grosso,-57.36845943,-10.88736737
2027,Amapa,-50.88004707,1.440397744
2025,Rondonia,-62.83118488,-9.298249398
2020,Para,-46.43889629,-2.3362157
2027,Para,-50.71014332,-3.663323025
2029,Para,-51.05679565,-2.214266114
2026,Para,-46.53292553,-2.587303293
2019,Maranhao,-48.34445293,-2.563133616
2024,Para,-50.17778286,-3.409351028
2020,Para,-56.06507797,-3.599900227
2019,Para,-49.28089714,-2.313011636
2019,Para,-56.23511005,-4.283929307
2029,Mato Grosso,-59.97565166,-12.35906457
2028,Rondonia,-64.20947975,-9.903722187
2022,Maranhao,-44.8750877,-4.611587043
2028,Para,-53.06052898,-3.132548568
2025,Amazonas,-60.84429241,-4.268459114
2027,Rondonia,-64.25225712,-10.42886954
2023,Para,-50.01647617,-3.281850512
2020,Mato Grosso,-59.80984932,-13.5286371
2026,Mato Grosso,-58.84173748,-11.53640054
2019,Acre,-68.72547104,-9.04231308
2024,Acre,-67.04336403,-9.589916614
2019,Roraima,-61.17772179,2.187841018
2019,Amapa,-50.65654007,1.063231738
2022,Para,-52.01094162,-3.030859678
2020,Para,-51.26603291,-4.509414353
2024,Para,-50.45862888,-5.755986816
2028,Mato Grosso,-53.38935017,-12.14452611
2025,Mato Grosso,-56.85217171,-10.83312989
2027,Mato Grosso,-54.51739693,-12.13174076
2022,Para,-57.82048462,-5.383731825
2023,Amazonas,-66.79880642,-3.257578943
2027,Mato Grosso,-57.86315048,-12.41361559
2024,Para,-57.2873032,-3.263430148
2026,Para,-52.53627983,-1.742806118
2028,Para,-50.77724075,-2.706908114
2022,Rondonia,-62.59871311,-9.228888268
2025,Acre,-69.60287125,-8.841611402
2029,Amapa,-51.29201954,0.425325883
2029,Maranhao,-45.76196976,-2.225289729
2019,Rondonia,-62.83120895,-8.470374209
2019,Maranhao,-47.1267881,-4.137946644
2028,Mato Grosso,-59.9134943,-12.31649958
2028,Rondonia,-64.15339901,-10.0548375
2028,Para,-52.72831345,-3.000247855
2024,Maranhao,-46.79154896,-4.019012579
2019,Maranhao,-48.12917706,-2.530119429
2023,Amazonas,-59.83512901,-3.064339705
2020,Rondonia,-63.84821308,-9.415525975
2028,Amazonas,-68.08684441,-3.10045872
2026,Para,-51.47706131,-3.126094744
2026,Rondonia,-63.6397694,-9.620954425
2025,Mato Grosso,-59.82190464,-11.65656132
2023,Roraima,-60.56121227,0.819925057
2028,Mato Grosso,-55.85069771,-12.31124785
2021,Mato Grosso,-56.67906612,-11.79627663
2021,Para,-55.33893753,-6.814771407
2024,Rondonia,-62.3477998,-9.047304277
2020,Maranhao,-44.73484131,-3.013206019
2019,Para,-50.11844044,-4.053651292
2025,Rondonia,-63.84203983,-10.24051272
2029,Rondonia,-62.30059937,-10.00475453
2027,Para,-50.82779648,-2.139091308
2020,Para,-46.82639214,-2.858120773
2029,Rondonia,-60.52515121,-6.458866408
2019,Para,-56.05804382,-1.849191864
2027,Para,-56.38243492,-4.403147151
2021,Acre,-67.64311935,-9.558814148
2027,Para,-50.70398678,-4.575080724
2019,Para,-50.42794975,-5.367452354
2019,Para,-55.35292976,-5.155542219
2026,Para,-54.20164402,-3.292283196
2026,Para,-54.13840313,-3.262180191
2027,Para,-51.50980721,-3.006619766
2020,Para,-52.70309902,-2.95012525
2026,Mato Grosso,-59.32878277,-12.50607509
2019,Mato Grosso,-50.4977253,-11.716959
2024,Amazonas,-59.14103127,-4.779485857
2027,Para,-51.74744156,-1.765608228
2026,Amazonas,-61.0453389,-3.275434135
2021,Roraima,-61.32606396,2.413834352
2021,Maranhao,-45.67857132,-4.621255747
2028,Maranhao,-45.94722897,-1.880544493
2020,Maranhao,-45.09429695,-3.287337034
2022,Maranhao,-48.30375523,-2.387308564
2025,Para,-49.78019928,-3.477185796
2028,Acre,-68.79431908,-8.852170581
2019,Amazonas,-59.50785393,-3.890631633
2020,Maranhao,-45.36475254,-4.389525075
2026,Para,-51.34971478,-3.219138174
2027,Maranhao,-45.53142197,-4.557928607
2023,Mato Grosso,-50.43327927,-11.5717501
2027,Rondonia,-62.23606743,-9.093861816
2026,Maranhao,-46.59766987,-4.027009935
2029,Mato Grosso,-60.44379227,-12.96998051
2022,Maranhao,-46.29754837,-3.245762146
2027,Maranhao,-45.65946594,-4.526138858
2028,Para,-54.19810863,-1.475920705
2028,Para,-51.11645302,-2.981011131
2023,Mato Grosso,-59.92984539,-12.14630363
2022,Rondonia,-62.8713583,-8.03360017
2029,Acre,-70.76622478,-8.175757082
2019,Para,-48.9208836,-4.628938137
2019,Rondonia,-65.32371269,-10.17346457
2022,Acre,-68.97779251,-9.461814549
2027,Para,-53.66502464,-1.816273079
2026,Para,-54.24262737,-1.711930888
2024,Para,-51.06630955,-3.726554544
2020,Amapa,-51.45744129,0.918807446
2029,Para,-51.19055359,-2.740989097
2024,Rondonia,-63.49623188,-9.830963449
2024,Para,-54.48369907,-3.973467774
2028,Para,-54.36024731,-3.986576798
2026,Para,-49.96003094,-3.103419087
2027,Para,-49.33662907,-4.529686016
2023,Para,-50.32469154,-4.621385374
2022,Para,-50.35628105,-4.449921241
2026,Roraima,-60.28226017,1.189440433
2020,Para,-56.0360886,-3.60507292
2023,Para,-50.08360413,-3.107733976
2019,Para,-57.78996468,-5.818825753
2028,Maranhao,-45.76056385,-5.221989799
2024,Rondonia,-62.60123955,-9.16981885
2026,Amazonas,-66.99336624,-8.097940958
2026,Para,-51.85729725,-3.846806811
2022,Para,-54.48308449,-2.711499193
2023,Mato Grosso,-54.65249821,-11.88240661
2022,Amazonas,-60.77717903,-2.349340299
2027,Para,-50.6963446,-5.607197323
2019,Maranhao,-45.41299313,-3.957315551
2025,Acre,-73.48586769,-7.71293613
2026,Para,-50.60686592,-5.217478821
2029,Acre,-67.4849073,-8.924343887
2028,Para,-51.21334862,-3.082003868
2027,Rondonia,-62.17516258,-9.072226875
2019,Roraima,-61.01196442,2.254618139
2027,Para,-50.16987446,-2.810904725
2022,Para,-57.8861887,-5.525674939
2021,Para,-55.46578003,-7.363931565
2019,Para,-55.89178673,-1.848704611
2020,Para,-49.02582214,-4.456267644
2027,Para,-48.20487419,-3.842142946
2019,Mato Grosso,-59.5505928,-11.23178181
2023,Amazonas,-59.00883274,-3.744919255
2019,Acre,-72.90648552,-8.442862697
2021,Para,-51.35034569,-3.902539312
2020,Tocantins,-49.29717892,-12.02922448
2026,Para,-54.15098389,-3.298389726
2025,Maranhao,-47.15251415,-4.419296858
2029,Acre,-67.46824928,-8.916471506
2019,Maranhao,-48.12061501,-2.556528573
2027,Para,-52.64506725,-3.281864522
2019,Rondonia,-66.87882229,-9.634893594
2019,Mato Grosso,-59.54746346,-11.28812009
2019,Maranhao,-46.56982151,-3.87826844
2026,Para,-51.32089764,-2.923158181
2023,Para,-52.26351612,-1.840863928
2027,Rondonia,-64.19113171,-10.46584782
2027,Para,-50.68925797,-4.812415667
2028,Para,-55.11745087,-4.982319347
2020,Maranhao,-45.41331425,-4.024418827
2019,Maranhao,-46.50198811,-4.238349304
2022,Para,-51.99659275,-3.679865135
2027,Acre,-67.90598785,-9.228506651
2026,Para,-54.33762135,-3.28504734
2023,Para,-50.32922413,-6.116239175
2029,Rondonia,-62.56222477,-9.746868197
2023,Para,-55.2401038,-3.59681734
2028,Amazonas,-65.54814499,-6.37704332
2027,Rondonia,-64.69036839,-10.26430547
2028,Roraima,-61.71910637,3.428309827
2020,Para,-48.60889069,-2.783001516
2021,Maranhao,-44.23285168,-3.009065945
2021,Para,-49.47448097,-3.137868435
2028,Para,-53.99713577,-2.013209268
2027,Para,-53.74838154,-1.768762076
2027,Rondonia,-62.28886978,-8.937542654
2024,Para,-47.92814274,-1.623522804
2023,Para,-52.95839359,-4.784145291
2021,Amazonas,-66.72233597,-3.347483383
2022,Rondonia,-62.58169067,-9.359187666
2019,Mato Grosso,-50.44096786,-11.64432618
2021,Roraima,-61.51078667,2.37611093
2023,Para,-54.53880882,-1.654586443
2019,Mato Grosso,-59.54746346,-11.28812009
2019,Para,-47.88415947,-1.630726321
2029,Amazonas,-68.97432281,-6.584512027
2024,Para,-50.34361465,-4.315801286
2027,Para,-49.33368202,-2.438733816
2027,Amazonas,-64.52005524,-8.58723103
2020,Para,-56.19935581,-4.052862504
2029,Para,-49.81425198,-3.694545846
2028,Para,-50.33776287,-5.756060512
2029,Acre,-69.73018444,-8.11938585
2026,Para,-53.90419647,-3.26436698
2025,Amazonas,-59.93820988,-4.190778067
2026,Para,-50.68362732,-7.433099475
2026,Mato Grosso,-55.33961136,-13.4680258
2026,Para,-56.67740997,-1.901429282
2020,Tocantins,-49.07380951,-12.02040977
2027,Mato Grosso,-58.31988018,-11.96683905
2025,Maranhao,-45.4778849,-4.584182267
2023,Maranhao,-48.3394072,-2.438993394
2021,Para,-51.40161774,-3.856497437
2023,Amapa,-51.74797863,3.506786022
2027,Rondonia,-66.71949116,-9.635562132
2028,Para,-50.22185955,-4.658202724
2028,Amazonas,-59.85621872,-4.956522956
2019,Rondonia,-63.49815994,-10.56101377
2026,Para,-51.35853809,-3.092316382
2025,Mato Grosso,-54.68833736,-11.15652752
2021,Amazonas,-66.11580528,-2.800140254
2021,Mato Grosso,-58.0571246,-10.96104826
2019,Para,-50.48126823,-8.400732098
2026,Para,-51.21130135,-3.122108886
2021,Rondonia,-63.57326916,-10.61809492
2025,Rondonia,-63.82324986,-9.873207126
2021,Para,-50.16717293,-3.306066093
2019,Mato Grosso,-59.55018356,-11.23178181
2020,Maranhao,-46.78712009,-3.919559002
2024,Para,-48.46819904,-2.692740979
2026,Para,-51.39055023,-3.3000564
2021,Para,-57.76733109,-5.543266158
2022,Para,-46.450378,-1.858465805
2019,Mato Grosso,-51.39481705,-11.10235917
2020,Para,-51.26383675,-4.494842641
2020,Amazonas,-67.23885735,-2.208420699
2025,Para,-51.02918076,-2.094320294
2024,Rondonia,-62.59973755,-9.170351925
2026,Para,-54.18271259,-3.305813124
2020,Para,-51.0857291,-3.283356962
2022,Mato Grosso,-54.84308781,-11.29090964
2028,Maranhao,-45.92575516,-1.739297745
2021,Rondonia,-63.3980854,-10.64128948
2027,Para,-50.55549572,-5.131001968
2029,Para,-54.56976063,-3.29086719
2027,Maranhao,-44.30746716,-2.920469166
2019,Rondonia,-62.85697697,-6.727800564
2027,Mato Grosso,-59.2558226,-12.48557839
2019,Acre,-68.71394585,-9.097432823
2019,Roraima,-60.99001602,2.986497723
2020,Acre,-68.30765114,-9.457975502
2022,Rondonia,-63.87936405,-10.14930973
2019,Mato Grosso,-59.7476968,-12.06531234
2022,Acre,-67.04136177,-9.606679697
2019,Para,-52.57165138,-1.729991367
2027,Mato Grosso,-50.63949795,-12.25236789
2029,Para,-55.4439695,-1.578917993
2020,Mato Grosso,-59.33009136,-12.4206025
2029,Para,-49.79395737,-3.368821385
2022,Para,-52.13444027,-3.633845268
2028,Rondonia,-64.02117016,-9.862384678
2027,Rondonia,-64.99974953,-10.15402718
2023,Para,-50.68628689,-2.639485233
2028,Para,-52.66260735,-3.093620038
2025,Mato Grosso,-58.59350464,-10.92902238
2028,Amazonas,-68.05133125,-3.165231353
2029,Roraima,-60.70753658,2.760917289
2029,Rondonia,-60.53344509,-6.623895185
2021,Maranhao,-48.6324437,-2.527465144
2024,Maranhao,-46.14702023,-3.116039252
2022,Para,-50.47578094,-4.482587099
2029,Amapa,-51.77749252,3.828536229
2021,Para,-46.56576729,-2.903306036
2027,Para,-54.17803951,-2.624678915
2027,Para,-50.75286018,-4.679745693
2021,Para,-55.68505039,-2.180411905
2029,Acre,-67.47944069,-8.951921468
2019,Maranhao,-44.21841141,-3.052397401
2025,Rondonia,-63.86768002,-10.22862221
2022,Acre,-71.52776459,-8.748345075
2019,Roraima,-61.1589027,2.433800415
2022,Para,-50.21054333,-4.613408816
2022,Para,-50.02611256,-3.954014916
2022,Para,-51.2762286,-3.316715904
2022,Para,-55.91589119,-4.288085139
2027,Para,-52.86007946,-3.157148561
2024,Mato Grosso,-56.96231419,-11.40188349
2027,Mato Grosso,-59.24920681,-12.36805493
2029,Para,-52.54256767,-2.424936842
2025,Mato Grosso,-60.02954739,-11.01727521
2021,Mato Grosso,-57.70238834,-11.286385
2027,Para,-50.65602455,-5.433330202
2019,Mato Grosso,-58.50501137,-10.77138337
2021,Amapa,-50.79353256,1.092232888
2026,Roraima,-61.26376301,1.887683009
2029,Para,-54.70201817,-3.149154233
2020,Para,-56.05468399,-3.611229582
2020,Para,-55.55450283,-2.609346998
2028,Para,-54.1224432,-1.288082768
2024,Mato Grosso,-50.54504013,-11.58063115
2020,Maranhao,-45.86796253,-2.123295085
2024,Amazonas,-67.74043526,-7.698190281
2024,Para,-54.34136448,-1.902700331
2021,Para,-50.23394905,-4.266641541
2025,Roraima,-59.99294155,1.490646636
