,gid,origin_id,pathrow,dsfnv,julday,ano,areakm_squared,scene_id,lon,day,uf_AC,mainclass_DESMATAMENTO,class_name_d2008,class_name_d2015,class_name_d2016,month_1,month_10,month_11,month_12,month_2,month_4,month_5,month_7,month_9,year_2009,year_2010,year_2011,year_2012,year_2015,year_2016,year_2017,states_Amapa,states_Amazonas,states_Maranhao,states_Mato Grosso,states_Para,states_Rondonia,states_Roraima,view_date_month_3,view_date_month_6,view_date_month_8,view_date_weekday_0,view_date_weekday_1,view_date_weekday_2,view_date_weekday_3,view_date_weekday_4,view_date_weekday_5,view_date_weekday_6,view_date_is_month_end_0,view_date_is_month_start_0,view_date_hour_12,publish_ye_month_1,publish_ye_weekday_3,publish_ye_weekday_4,publish_ye_weekday_6,publish_ye_is_month_end_0,publish_ye_is_month_start_1,lat,Label
0,121264,372219,23258,2014,245,2015,0.01041097,2549,-60.24689865,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,2.383474112,2.376783137
1,526830,962924,22562,2013,196,2015,0.050038289,2573,-51.3237381,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.600485086,-3.548403444
2,555940,1032963,22663,2008,205,2010,0.237287879,1114,-52.382061,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,-3.772710562,-3.794348507
3,293503,597057,22261,2009,209,2010,0.117591538,1094,-46.15285492,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,-2.028287649,-1.698453654
4,438262,774041,22462,2013,253,2015,0.009828567,2576,-48.92449951,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,-2.348124504,-2.703825905
5,360031,684643,22361,2016,187,2017,0.000112283,100644,-47.88727188,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-2.120979786,-1.809295864
6,671078,1263412,22762,2014,226,2015,0.000803241,2571,-54.75240707,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,-3.102420807,-3.126578684
7,584817,1097638,22661,2009,301,2010,0.095610514,1196,-52.16778183,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,-1.654523849,-1.661811734
8,675172,1267506,22762,2016,199,2017,0.007375097,100560,-53.81938934,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,-2.436117411,-2.529757361
9,118652,368538,23258,2009,279,2010,0.087669834,1203,-61.41592407,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,2.790855169,2.680138769
10,477041,841853,22463,2015,112,2016,0.020002218,100128,-50.85483932,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,-4.728739738,-4.700865784
11,249815,543769,22062,2007,254,2008,0.067571595,679,-44.30064774,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,-3.018311262,-3.151234901
12,319557,624574,22262,2008,222,2009,0.109344512,807,-46.48938751,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,-2.429605961,-2.323425457
13,508663,926411,22563,2016,201,2017,0.015759481,100574,-52.20677567,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-3.741601706,-3.86795423
14,318571,623497,22262,2007,222,2009,0.134528771,807,-46.82203674,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,-2.466696262,-2.477678306
15,508654,926393,22563,2016,201,2017,0.046407592,100574,-51.77087021,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-3.984496355,-3.757906494
16,317780,622661,22262,2002,252,2008,0.079191051,626,-46.78780365,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,-2.617289543,-2.597227168
17,354985,679386,22361,2010,251,2011,0.099715449,1344,-47.27788925,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,-1.226949453,-1.221019865
18,462033,815021,22463,2009,207,2010,0.565204918,1041,-49.39831161,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,-4.031645298,-3.977973289
19,451702,792191,22559,2014,292,2015,0.002680868,2627,-50.94545364,19,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1.708898664,1.305083957
20,620393,1193119,22764,2009,212,2010,1.024862647,1079,-55.64696121,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,-6.139877319,-6.300843165
21,430885,766664,22462,2007,234,2008,0.116869338,619,-49.13786697,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,-2.879074097,-2.893591845
22,27755,127378,23062,2010,220,2011,0.267512113,1314,-59.08034515,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,-3.076467991,-3.050037737
23,354771,679172,22361,2006,195,2008,0.176051557,785,-47.31564331,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,-1.245362759,-1.057073621
24,526259,961781,22562,2013,196,2015,0.042677119,2573,-51.53699112,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.342773914,-3.418176582
25,504763,918604,22563,2013,196,2015,0.014257946,2542,-52.12305069,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.830428362,-3.821159959
26,522396,954070,22562,2009,185,2011,0.144519851,1319,-50.89167786,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,-3.457769156,-3.314205678
27,359687,684299,22361,2013,187,2017,0.017806675,100644,-47.88667679,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-2.121654987,-1.896026134
28,474819,838057,22463,2014,112,2016,0.062529527,100128,-50.79177094,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,-4.940955639,-4.773804522
29,669198,1261532,22762,2013,226,2015,0.004384403,2571,-54.56405258,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,-3.249768972,-3.144341714
30,293236,596790,22261,2008,209,2010,0.484091699,1094,-46.17212677,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,-1.767361403,-1.671786078
31,528746,966754,22562,2013,199,2016,0.010010284,100242,-51.2892189,17,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,-2.297411919,-2.339204628
32,479636,846967,22463,2015,208,2016,0.06043027,100262,-50.52780914,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,-4.955638885,-4.93260165
33,518121,947288,22562,2007,242,2008,0.129830912,637,-51.86014938,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,-3.302356243,-3.182200155
34,118541,368383,23258,2007,226,2008,0.006163832,614,-61.20784378,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2.226653099,2.317130663
35,456611,804590,22463,2007,234,2008,0.083271585,583,-50.42982483,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,-4.476673126,-4.329743083
36,526209,961680,22562,2013,196,2015,0.029059976,2573,-51.63774872,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.365359306,-3.347457633
37,420496,756253,22464,2007,234,2008,0.11138057,592,-49.61590958,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,-5.360912323,-5.323170247
38,524931,959127,22562,2013,196,2015,0.010759136,2573,-50.70030212,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-2.603503227,-2.63450846
39,68502,255024,23161,2010,243,2011,0.132453471,1381,-60.33702087,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,-1.479954481,-1.553074936
40,671422,1263756,22762,2014,226,2015,0.071365759,2571,-54.43289185,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,-3.276432276,-3.420740499
41,317746,622625,22262,2005,252,2008,0.06947808,626,-46.78473663,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,-2.254159927,-2.651181557
42,13367,64557,23063,2016,220,2017,0.02375181,100658,-59.25413513,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,-3.774470568,-3.821949644
43,571951,1074345,22662,2009,205,2010,0.141610399,1123,-52.3372879,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,-3.28067565,-3.336087999
44,504277,917635,22563,2013,196,2015,0.061714143,2542,-52.11865234,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.689562321,-3.690082719
45,273406,567384,22162,2009,234,2010,0.162332892,1125,-45.6317749,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,-2.337092876,-2.47150529
46,519244,948421,22562,2008,294,2010,0.313309044,1191,-51.16068268,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,-3.278928041,-3.320372665
47,392954,723797,22466,2007,218,2008,0.033485375,567,-50.22506332,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,-8.59061718,-8.471688738
48,768234,1360568,22962,2014,240,2015,0.000228954,2544,-57.13097382,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,-2.372110367,-2.501072936
49,671111,1263445,22762,2014,226,2015,0.06972944,2571,-53.8311348,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,-3.078528881,-2.881568229
50,348251,668682,22362,2014,214,2015,0.001627539,2579,-48.49634552,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,-2.295893669,-2.562535968
51,471922,833548,22463,2014,253,2015,0.035424601,2574,-50.43063354,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,-4.407484055,-4.221269882
52,501049,911645,22563,2008,166,2010,0.147937968,1113,-52.19814682,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,-3.516201019,-3.700358248
53,578645,1084917,22662,2015,208,2017,0.000836515,100625,-52.49009705,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-2.982595444,-3.162524173
54,107103,341023,23259,2009,279,2010,0.136203542,1204,-60.81660843,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1.90185082,1.859739898
55,439734,775513,22462,2015,269,2016,0.010336547,100075,-49.96843719,26,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,-2.762584209,-3.214984157
56,471774,833335,22463,2014,253,2015,0.072742149,2574,-49.26991653,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,-4.040071964,-4.133054481
57,471103,832254,22463,2014,253,2015,0.002016296,2574,-50.65180588,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,-4.677538395,-4.042512116
58,11561,58099,23063,2007,228,2008,0.063890621,668,-59.68465805,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,-3.770977259,-3.844687531
59,354747,679148,22361,2006,195,2008,0.09968105,785,-47.78216934,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,-1.008471727,-1.066892365
60,330037,639993,22363,2014,230,2015,0.142972216,2540,-47.71121597,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.778331995,-3.733664373
61,12536,61569,23063,2014,231,2015,6.83478E-05,2617,-59.81317902,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.973208904,-3.844126718
62,571090,1072572,22662,2016,208,2017,0.615873754,100625,-53.23007965,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-3.307009935,-3.303164823
63,108573,343669,23259,2013,24,2016,0.032238893,100158,-60.59145737,24,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,2.087356806,1.885445732
64,272013,565991,22162,2006,277,2008,0.000863148,629,-45.5284462,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,-2.333642721,-2.389129121
65,293386,596940,22261,2009,209,2010,0.068553261,1094,-45.9362793,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,-1.718637347,-1.647144972
66,583755,1095622,22661,2005,232,2008,0.204669625,757,-52.98944092,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,-1.917995572,-1.720758847
67,468220,826863,22463,2013,253,2015,0.000309233,2576,-50.55802155,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,-3.521798134,-3.679735723
68,667138,1259472,22762,2011,214,2012,0.075953871,1592,-54.11631775,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,-2.49504137,-2.714843087
69,830505,39568,22262,2017,199,2018,0.004995614,101036,-46.43402863,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-2.381252289,-2.321676478
70,423593,759350,22464,2015,253,2016,0.057952285,100010,-50.29949951,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,-5.190234184,-5.252901511
71,177737,465671,23367,2015,268,2016,0.021521337,100026,-64.64931488,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,-9.770628929,-9.943035831
72,525091,959445,22562,2014,196,2015,0.001671678,2573,-50.72151184,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.147095442,-3.042504058
73,26482,124082,23062,2007,228,2008,0.118050613,710,-58.66448212,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,-3.13318491,-3.233160005
74,273390,567368,22162,2009,234,2010,0.082739986,1125,-45.23991394,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,-2.728555918,-2.75923496
75,631096,1223430,22761,2007,271,2008,0.21937336,627,-53.41049576,27,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,-1.564990163,-1.762616249
76,82903,292808,23166,2014,206,2015,0.054897774,2489,-62.18500519,25,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,-8.931459427,-8.96211551
77,287037,587830,22360,2014,265,2016,0.002657474,100354,-47.65140152,21,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,-0.626434326,-1.125639861
78,579681,1085957,22662,2015,208,2017,0.024208805,100625,-53.09057236,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-3.448191404,-3.349360628
79,180792,469061,23367,2015,207,2016,0.185533538,100260,-64.74212646,25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,-10.54290295,-10.29055387
80,609747,1150316,22660,2007,232,2008,0.151404858,677,-51.85673141,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,-0.113578185,-0.552865302
81,663898,1256232,22762,2006,209,2009,0.103447184,900,-53.93104172,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,-3.526460886,-3.360998223
82,293121,596675,22261,2008,222,2009,0.090843417,806,-45.71645737,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,-1.742152691,-1.702680055
83,651327,1243661,22763,2011,214,2012,0.151033714,1589,-54.17052078,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,-4.113758087,-4.13504626
84,558627,1038292,22663,2015,206,2016,0.127952948,100312,-53.58098221,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,-3.849994183,-3.641558073
85,641341,1233675,22765,2009,212,2010,0.135743231,1069,-55.20350647,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,-7.575992107,-7.529572148
86,442499,778278,22462,2015,240,2016,0.056979403,100322,-50.39854431,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,-3.307236195,-3.315593517
87,317948,622837,22262,2001,222,2009,0.362271339,807,-46.8392601,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,-2.519238949,-2.621540744
88,106905,340511,23259,2007,98,2008,0.300806135,617,-60.63386917,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1.76062274,1.807388176
89,576984,1083246,22662,2016,208,2017,0.092677101,100625,-52.70967865,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,-3.404405117,-3.035186396
90,637053,1229387,22761,2016,199,2017,0.001439143,100558,-53.54099274,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,-2.177609921,-2.169294263
91,424164,759921,22464,2015,253,2016,0.008855094,100010,-50.25762558,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,-5.271617413,-5.212704172
92,795422,4461,22660,2017,194,2018,0.009357174,101229,-52.00366592,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,-0.665813923,-0.570443977
