,gid,origin_id,pathrow,dsfnv,julday,ano,areakm_squared,scene_id,lat,day,uf_AC,uf_AM,uf_MA,mainclass_DESMATAMENTO,class_name_d2009,class_name_d2012,class_name_d2015,class_name_d2016,class_name_d2017,month_10,month_11,month_12,month_3,month_4,month_5,year_2010,year_2015,year_2016,states_Amapa,states_Mato Grosso,states_Para,states_Rondonia,states_Roraima,view_date_month_1,view_date_month_2,view_date_month_6,view_date_month_7,view_date_month_8,view_date_month_9,view_date_weekday_0,view_date_weekday_1,view_date_weekday_2,view_date_weekday_3,view_date_weekday_4,view_date_weekday_5,view_date_weekday_6,view_date_is_month_end_1,view_date_is_month_start_0,view_date_hour_0,publish_ye_month_1,publish_ye_weekday_3,publish_ye_weekday_4,publish_ye_weekday_5,publish_ye_weekday_6,publish_ye_is_month_end_0,publish_ye_is_month_start_1,lon,Label
500,179586,467832,23367,2015,63,2016,0.005432965,100125,-9.876992226,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-64.67508698,-65.12008896
501,473925,836616,22463,2015,269,2016,0.010398749,100031,-4.453420639,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,-50.79812241,-50.71061745
502,578833,1085107,22662,2015,208,2017,0.348868251,100625,-3.440428972,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,-53.47632599,-53.44535637
503,108680,343865,23259,2014,232,2016,0.056533489,100319,2.231267929,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,-61.73273849,-61.14364723
504,585353,1098659,22661,2010,219,2012,0.716078877,1610,-1.943814635,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-52.08346939,-52.75845081
505,670477,1262811,22762,2013,226,2015,0.05076243,2571,-3.541745901,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-54.70967865,-54.60211464
506,744892,1337226,22862,2004,214,2008,0.113337427,675,-2.394589424,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,-56.00910568,-56.09132423
507,124086,376141,23258,2015,232,2016,0.144879803,100318,2.458561659,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,-61.5163765,-61.61834801
508,431246,767025,22462,2006,234,2008,0.149138823,619,-2.989724398,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.24515152,-49.38549038
509,634308,1226642,22761,2013,226,2015,0.003017878,2575,-2.125472069,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-53.60438538,-53.5440184
510,672771,1265105,22762,2014,338,2016,0.005130477,100216,-2.360307693,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,-53.73656082,-53.72013699
511,456944,805226,22463,2007,234,2008,0.152752891,583,-4.433270454,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.90728378,-49.85280396
512,293916,597470,22261,2014,255,2015,0.009196068,2592,-1.721931458,12,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,-46.15559006,-46.10448563
513,519793,949135,22562,2007,185,2011,0.115377873,1319,-3.487876892,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-51.1011467,-51.49427834
514,26559,124289,23062,2007,228,2008,0.09709017,710,-3.46447134,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,-58.43302155,-58.64686787
515,554477,1028331,22657,2009,285,2010,0.075641364,1192,3.853513002,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-51.81832504,-51.60324814
516,438354,774133,22462,2013,253,2015,0.004552823,2576,-3.420540571,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-50.43951797,-49.52988693
517,359947,684559,22361,2016,187,2017,0.010196083,100644,-1.720817924,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,-48.25178146,-47.96664238
518,425753,761510,22464,2015,208,2016,0.071223885,100263,-5.03574276,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.86634827,-50.71414654
519,455493,802457,22463,2007,234,2008,0.09626402,583,-3.93191123,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.52417374,-50.03032993
520,525989,961242,22562,2014,196,2015,0.022079771,2573,-3.578714848,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.32022476,-51.40231388
521,34860,151594,23158,2014,254,2015,5.84914E-05,2615,2.333188057,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-60.11570358,-60.17393631
522,282586,580105,22164,2016,221,2017,0.188592017,100624,-5.62315321,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-45.93990326,-45.987299
523,524500,958270,22562,2014,196,2015,5.2884E-05,2573,-3.580609798,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.38850784,-51.46754723
524,474146,836972,22463,2015,269,2016,0.025822354,100031,-4.625030041,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,-50.54107285,-50.72825039
525,116304,364761,23258,2014,245,2015,0.061887942,2549,2.376556635,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-60.23642731,-60.86054092
526,501726,912783,22563,2010,185,2011,0.159235537,1320,-3.627278566,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-51.44615173,-51.47978119
527,831481,40545,23258,2017,221,2018,0.002561568,101111,2.917761087,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,-60.18998718,-60.61369335
528,663769,1256103,22762,2007,209,2009,0.024001351,900,-3.64464736,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-54.31438065,-54.28018776
529,430584,766363,22462,2005,234,2008,0.321458429,619,-2.495591164,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-48.97729492,-49.75727406
530,424285,760042,22464,2015,253,2016,0.015064049,100010,-5.343123913,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.61994934,-50.37939873
531,571420,1073298,22662,2007,232,2008,0.097022898,622,-2.093162775,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-53.38664246,-53.18699894
532,293319,596873,22261,2008,209,2010,0.230396658,1094,-1.528517723,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-45.8190155,-45.93974319
533,584338,1096732,22661,2008,202,2009,0.073142946,975,-1.316212773,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-52.54389191,-52.06128292
534,314797,619138,22262,2007,222,2009,0.158295467,807,-3.091163874,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-46.50311661,-46.46231724
535,307291,610845,22263,2015,335,2016,0.681530058,100183,-4.805727959,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,-47.79495621,-47.18001011
536,613419,1167523,22659,2008,298,2009,0.0747981,938,1.240479469,25,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,-51.20215988,-51.5096257
537,238186,528732,466,2009,218,2010,0.004168782,1146,-9.395498276,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,-71.20999146,-71.58793488
538,357960,682572,22361,2014,214,2015,0.001644883,2587,-2.020875454,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,-48.13330841,-48.128895
539,709672,1302006,22863,2010,222,2011,0.083536096,1264,-3.902809381,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-55.76707077,-55.77889687
540,664904,1257238,22762,2007,271,2008,0.156711027,621,-3.471389771,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,-54.4487915,-54.59468803
541,664449,1256783,22762,2007,271,2008,0.007115452,621,-2.271946192,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,-53.52981567,-54.21370495
542,502091,913397,22563,2008,185,2011,0.182291865,1320,-3.690887928,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-51.2083931,-51.51692802
543,585485,1098909,22661,2011,219,2012,0.081628039,1610,-1.908591509,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-52.63713074,-52.22503185
544,573056,1076532,22662,2009,208,2011,0.58405757,1339,-2.76636982,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-52.61806488,-52.61861546
545,314594,618914,22262,2008,222,2009,0.098439574,807,-2.332628489,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-46.37965775,-46.3629808
546,294650,598204,22261,2016,324,2017,5.10132E-05,100768,-1.756632328,20,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-45.75276184,-45.91259121
547,298166,601720,22261,2014,255,2015,0.001884407,2592,-1.943828106,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,-46.56057358,-46.48304203
548,442037,777816,22462,2014,210,2017,0.009695582,100593,-3.270679951,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,-50.57794571,-50.30239933
549,585529,1098993,22661,2010,219,2012,0.133759767,1610,-1.060377121,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-53.06930923,-52.78107109
550,298910,602464,22261,2015,324,2017,0.003585077,100768,-1.966335058,20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-46.430233,-46.49736736
551,286610,586980,22360,2008,213,2009,0.063189492,995,-0.736358345,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,-47.26826859,-47.27309971
552,554430,1028237,22657,2009,285,2010,0.168790638,1192,3.812626839,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-51.75984573,-51.60669769
553,508627,926338,22563,2016,201,2017,0.066375583,100574,-4.074285507,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,-51.14634705,-51.8849754
554,303053,606607,22263,2007,220,2008,0.472096205,620,-4.024374008,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-46.65445709,-46.57902481
555,118570,368418,23258,2009,279,2010,0.128112242,1203,2.682503939,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-61.31591034,-61.4912534
556,227164,517610,565,2011,211,2012,0.081306718,1559,-7.620432377,29,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,-73.11064148,-73.02103386
557,664433,1256767,22762,2007,271,2008,0.109852128,621,-2.465893507,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,-54.1679306,-54.55187668
558,451696,792183,22559,2013,292,2015,0.051840119,2627,0.899359524,19,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-50.84896088,-50.74872906
559,643920,1236254,22765,2014,210,2015,0.098106928,2485,-6.643816948,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-55.30595398,-55.42101772
560,274409,568387,22162,2015,219,2016,0.072033823,100363,-3.075139284,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,-45.25254822,-45.42269245
561,418323,753713,22464,2007,234,2008,0.434047401,592,-5.408378601,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-50.78870392,-50.5138892
562,490715,876530,22561,2013,249,2017,0.002644033,100731,-2.030699492,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-50.74349213,-50.90040207
563,461376,813766,22463,2009,207,2010,1.17701447,1041,-3.824988365,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.04909134,-49.68204742
564,116738,365594,23258,2006,226,2008,0.990799844,614,2.124943972,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-60.70306396,-60.56956089
565,518156,947323,22562,2007,242,2008,0.225933403,637,-3.447217941,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,-51.63608932,-51.23124485
566,585090,1098161,22661,2010,219,2012,0.094570503,1610,-1.978872657,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-52.12643814,-52.29301331
567,180610,468856,23367,2015,207,2016,0.260756254,100260,-9.832633018,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-64.6037674,-64.68611267
568,479242,846187,22463,2015,112,2016,0.066277541,100128,-5.042301655,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-49.50237656,-49.7703146
569,424988,760745,22464,2014,112,2016,0.039675497,100149,-5.478419304,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-49.94475555,-50.79678146
570,431516,767295,22462,2006,234,2008,0.292040795,619,-3.473007917,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.58967209,-49.65105232
571,430931,766710,22462,2007,234,2008,0.095494196,619,-3.105664968,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.03864288,-49.53914589
572,27949,127904,23062,2010,220,2011,0.074345127,1314,-3.42544198,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-59.4416008,-59.37574799
573,422140,757897,22464,2007,234,2008,0.066404693,592,-6.338972569,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.76826477,-50.29046516
574,302975,606529,22263,2007,220,2008,0.274501503,620,-4.015484333,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-46.62561035,-46.54636425
575,107511,341919,23259,2014,261,2015,0.002692321,2560,2.084388018,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-60.57925797,-60.70872936
576,12591,61764,23063,2013,231,2015,0.019833898,2617,-3.723160982,19,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-59.59305573,-59.10696575
577,503607,916297,22563,2014,196,2015,0.004486965,2542,-3.679782867,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-52.07783508,-51.64919399
578,228823,519270,565,2009,209,2010,0.10961131,1132,-7.900919914,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-72.25900269,-72.38425255
579,473709,836276,22463,2015,269,2016,0.030980095,100031,-4.193752766,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,-50.63188934,-50.65728451
580,286735,587229,22360,2008,184,2010,0.097852081,1187,-0.707900107,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,-47.71816635,-48.18078106
581,504608,918294,22563,2013,196,2015,0.003845158,2542,-3.895930529,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.17923355,-51.56319904
582,831172,40235,23159,2017,214,2018,0.000854312,101091,1.623684883,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,-60.34591675,-59.97812744
583,301250,604804,22263,2009,225,2010,0.178594097,1059,-4.539111137,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,-46.42940521,-46.38302753
584,504108,917296,22563,2013,196,2015,0.017445901,2542,-3.709300756,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-52.2306366,-51.39115753
585,689871,1282205,22769,2009,212,2010,0.218245521,1046,-12.33216953,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,-56.63125229,-56.72500435
586,479115,845939,22463,2015,112,2016,0.071762718,100128,-5.032735348,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-49.9274025,-49.85530792
587,525328,959919,22562,2014,196,2015,0.033494685,2573,-3.419727325,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.88451004,-51.78143173
588,819576,28578,22261,2017,199,2018,0.005819619,101095,-1.838178158,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-46.63233948,-46.58837688
589,525171,959605,22562,2014,196,2015,0.000103246,2573,-3.455448151,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.41389084,-51.60820179
590,624648,1205732,266,2009,220,2010,0.145957217,1112,-8.961481094,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,-68.58927155,-68.65817528
591,459538,810214,22463,2009,207,2010,0.158749625,1041,-3.675945759,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.10205841,-49.93351215
592,55361,221440,23162,2014,254,2015,0.069171734,2547,-3.398076773,11,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-60.12763596,-60.84266083
593,274379,568357,22162,2015,219,2016,0.15225251,100363,-2.297440767,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,-45.53068542,-45.57753513
